ID,Traditional,Simplified,Level,Pinyin,POS,Meaning,Compounds,Examples,WFreq,SFreq,MOE
1146,起,起,3*,qǐ,Ptc,from (time),（從）今天起。,百貨公司從今天起，所有的衣服都打八折。,382,295,24569
1147,淺,浅,3*,qiǎn,Vs,shallow / light (color),,這條河的水很淺，比較安全。 / 夏天我喜歡穿淺藍色的衣服，看起來比較涼快。,23,21,25269
1148,晴天,晴天,3*,qíngtiān,N,sunny day,,今天是晴天，我打算把外套洗一洗。,4,1,25794
1149,情形,情形,3*,qíngxíng,N,situation,這種情形，這樣的情形，一種情形，學習情形。,他把在台灣生活的情形告訴父母。,146,96,25768
1150,熱鬧,热闹,3*,rènào,Vs,"bustling with noise and excitement, lively",,過年的時候，大家都回來了，家裡非常熱鬧。,27,31,35928
1151,日記,日记,3*,rìjì,N,diary,寫日記。,我從十五歲開始寫日記，到現在已經寫了十年了。,28,13,35877
1152,日子,日子,3*,rìzi,N,a (calendar) date / days,,今天是我離開台灣的日子。今天是個適合出去玩的日子。 / 離開台灣後我常常想起在那裡讀書的日子。,132,77,35902
1153,散步,散步,3*,sànbù,V,to take a walk,,吃完飯後，我常常到公園散步。,31,12,38938
1154,商人,商人,3*,shāngrén,N,"business person,  merchant",一位商人。,他不想當畫家，只想當賣畫的商人,38,11,34819
1155,上衣,上衣,3*,shàngyī,N,upper outer garment,一件上衣，白色上衣。,昨天我買了一件紅色上衣。我明天要穿白上衣、黑裙子。,11,3,34957
1156,社會,社会,3*,shèhuì,N,society,現代社會，整個社會。,現代社會跟傳統社會有很多不一樣的習慣。,604,419,33935
1157,深,深,3*,shēn,Vs,deep / (of a color) dark,,這個游泳池太深了，不適合小孩子游。 / 我買了一件深色的毛衣，穿了看起來比較瘦。,150,145,34629
1158,身邊,身边,3*,shēnbiān,N,at one's side,,每次我心情不好的時候，他總是陪在我身邊。,131,66,
1159,身高,身高,3*,shēngāo,N,Height,,他的身高不高，但是籃球打得很好。,18,10,34604
1160,聖誕老人,圣诞老人,3*,Shèngdàn Lǎorén,N,Santa Claus,,每年聖誕節的時候，我都希望收到聖誕老人的禮物。,3,0,35240
1161,生活費,生活费,3*,shēnghuófèi,N,"cost of living, living expenses, alimony",,我一個月的生活費大概需要15000塊左右。,4,11,35044
1162,時,时,3*,shí,M/N,o’clock / time,幾時幾分，上午九時，在……時，上課時。,上課時間是八時十分到十時。 / 上課時不能用手機。,2473,455,33363
1163,時差,时差,3*,shíchā,N,"time difference,  jet lag",一個小時的時差。,他剛剛從美國到台灣，因為時差的關係需要休息。,2,1,33392
1164,時鐘,时钟,3*,shízhōng,N,clock,一個時鐘。,在火車站外面一般會有很大的時鐘。,29,15,33391
1164,鐘,钟,3*,zhōng,N,clock,一個時鐘。,在火車站外面一般會有很大的時鐘。,29,15,31253
1165,市區,市区,3*,shìqū,N,downtown,台南市區。,他剛從鄉下搬到市區，還不太習慣。,13,18,33528
1166,熟,熟,3*,shóu,Vp/Vs,"cooked (food) / ripe (fruit), mature (seeds) / familiar",食物熟了，水果熟了，熟人。,沒有熟的是米，熟了的是飯。 / 這顆木瓜還沒熟，過兩天再吃。 / 我天天去那家飲料店，跟店員都很熟。,31,52,34145
1167,數,数,3*,shǔ,V,to count,數錢。,你數一數，這裡有幾個人？,137,66,35410 35458 35553 38296
1168,刷,刷,3*,shuā,N/V,brush / to clean with a brush,刷子，牙刷，刷牙。,他用刷子，把浴室刷得很乾淨。 / 我吃完飯後就刷牙。,14,26,35493
1169,書法,书法,3*,shūfǎ,N,calligraphy,寫書法。,他對書法有興趣，很想學。,16,11,35319
1170,書架,书架,3*,shūjià,N,"bookshelf, bookcase",,我非常喜歡看書，房間裡的書架上放了很多書。,14,3,35331
1171,書桌,书桌,3*,shūzhuō,N,desk,一張書桌。,我的房間裡有一張很大的書桌。,15,8,35343
1172,睡衣,睡衣,3*,shuìyī,N,pajamas,一件睡衣，一套睡衣。,洗澡以後穿上睡衣，我就上床睡覺了。,7,1,35743
1173,速度,速度,3*,sùdù,N,speed,,人跑步的速度一定比汽車慢。,118,111,39055
1174,孫女,孙女,3*,sūnnǚ,N,granddaughter,外孫女。,今天早上，我在公園看見一位奶奶在教他的孫女騎腳踏車。,10,7,39252
1175,孫子,孙子,3*,sūnzi,N,grandson,,爺爺每天晚上給孫子說故事。,40,31,39253 39254
1176,鎖,锁,3*,suǒ,N/V,lock / to lock,門鎖，一道鎖，鎖門，鎖上，鎖起來。,我把鑰匙弄丟了，沒辦法把這個鎖打開。 / 最後一個離開教室的人要鎖門。,22,11,39153
1177,談,谈,3*,tán,V,"to talk, to talk about, to discuss",,你現在有空嗎？我想跟你談一談這個計畫。,181,217,10462
1178,討論,讨论,3*,tǎolùn,V/N,to discuss / discussion,A跟B討論。,這個問題我們跟他已經討論許多次了。 / 這次的討論沒有結果。,213,149,10237
1179,套餐,套餐,3*,tàocān,N,set meal,一份套餐。,我每次到速食餐廳，都點套餐。,1,3,10259
1180,題,题,3*,tí,M,classifier for examination questions,一題。,這次的考試題目一共有二十題。,16,62,10750
1181,題目,题目,3*,tímù,N,"topic, title, examination questions",這個題目，作文題目，考試題目。,老師叫我們寫作文，題目是「我最喜歡的台灣小吃」。這次考試的題目很多，我沒寫完。,37,27,10753
1182,廳,厅,3*,tīng,N,hall,音樂廳，大廳。,今天晚上在國家音樂廳有一場音樂會。,9,4,11332
1183,同班,同班,3*,tóngbān,Ph,to be in the same class,同班同學，和……同班。,我和他從小學到高中都是同班同學。,5,5,11947
1184,同時,同时,3*,tóngshí,Adv/Conj,at the same time / also,同時也。,他同時學中文和台語兩種語言。 / 他在學中文，同時也在學校教日文。,413,253,12007
1185,同樣,同样,3*,tóngyàng,Vs,same,,同樣的事情，但是每個人有不同的做法。我和他同樣都學中文，但是學的時間不一樣長。,250,156,12018
1186,偷,偷,3*,tōu,V,to steal,偷東西，偷走。,我的錢包被偷了。,43,25,10263
1187,拖鞋,拖鞋,3*,tuōxié,N,slippers,一雙拖鞋。,爬山不適合穿拖鞋。進屋請把鞋子脫掉，換拖鞋。,4,12,11606
1188,外公,外公,3*,wàigong,N,mother's father,,我的外公是小學老師。,12,13,43214
1188,外祖父,外祖父,3*,wàizǔfù,N,mother's father,,我的外公是小學老師。,12,13,43265
1189,外婆,外婆,3*,wàipó,N,mother's mother,,我小時候常去外婆家玩。,15,20,43193
1189,外祖母,外祖母,3*,wàizǔmǔ,N,mother's mother,,我小時候常去外婆家玩。,15,20,43264
1190,完,完,3*,wán,Vp,"completely, whole",看完，說完，用完，寫完。,我一個禮拜就可以看完這本書。,49,95,43649
1191,完全,完全,3*,wánquán,Adv,completely,,我完全不知道這件事！,461,302,43664
1192,蚊子,蚊子,3*,wénzi,N,mosquito,一隻蚊子。,我不喜歡夏天，因為夏天蚊子很多。,10,29,43924
1193,臥房,卧房,3*,wòfáng,N,bedroom,一間臥房。,他的臥房在二樓。,12,1,43155
1194,臥室,卧室,3*,wòshì,N,bedroom,一間臥室。,他的臥室又大又乾淨。,18,4,43162
1195,污染,污染,3*,wūrǎn,V/N,to pollute / pollution,污染空氣，污染環境，空氣污染，環境污染，水汙染。,這條河污染得很嚴重，河裡的魚都死了。 / 現代人都很關心環境汙染的問題。,26,162,
1195,汙染,污染,3*,wūrǎn,V/N,to pollute / pollution,污染空氣，污染環境，空氣污染，環境污染，水汙染。,這條河污染得很嚴重，河裡的魚都死了。 / 現代人都很關心環境汙染的問題。,26,162,
1196,現代,现代,3*,xiàndài,N,modern times,現代社會，現代生活，現代人。,網路讓現代生活越來越方便。,130,67,27465
1197,香味,香味,3*,xiāngwèi,N,fragrance,聞到香味。,我聞到烤麵包的香味，這附近有麵包店嗎？,14,22,27965
1198,鄉下,乡下,3*,xiāngxià,N,countryside,,她非常喜歡台灣鄉下的風景，希望可以再去玩。,25,37,27976
1199,箱子,箱子,3*,xiāngzi,N/M,box / classifier for box,紙箱，一箱水果。,我把書裝進箱子裡。 / 我們買了一箱橘子。,37,36,27926
1199,箱,箱,3*,xiāng,N/M,box / classifier for box,紙箱，一箱水果。,我把書裝進箱子裡。 / 我們買了一箱橘子。,37,36,27924
1200,小費,小费,3*,xiǎofèi,N,tip,給小費。,如果餐廳服務生服務得好，我都會給他小費。,7,1,26974
1201,信封,信封,3*,xìnfēng,N,envelope,一個信封。,我忘記把信放進信封裡就寄出去了。,14,3,27805
1202,星星,星星,3*,xīngxing,N,star,一顆星星。,晚上天氣很好，天空中有好多星星，非常漂亮。,21,13,28123 28125
1203,心情,心情,3*,xīnqíng,N,mood,心情好，壞心情。,他今天考得很好，所以心情很好。天氣會影響人的心情嗎？,140,154,27644
1204,選擇,选择,3*,xuǎnzé,V/N,"to choose, to select / choice",很多種選擇，不同的選擇。,因為他想學傳統漢字，他選擇來台灣學中文。 / 大學畢業後要做什麼可以有很多種選擇。,275,244,28663
1205,許多,许多,3*,xǔduō,Det,"many, much, a lot of",許多人，許多國家，許多問題。,一個國家人太多會帶來許多問題，比方說食物不夠。,658,362,28413
1206,眼,眼,3*,yǎn,M,glance,看(了)一眼。,他看了那位小姐一眼，發現她是小學同學。,274,102,41795
1207,嚴重,严重,3*,yánzhòng,Vs,serious,,他沒去看醫生，所以病越來越嚴重。,172,378,41759
1208,藥房,药房,3*,yàofáng,N,pharmacy,一家藥房。,我去藥房買藥。,6,4,41160
1209,藥局,药局,3*,yàojú,N,pharmacy,一家藥局。,那家藥局賣很多種的感冒藥。在醫院看完病以後，要到藥局拿藥。,3,0,41171
1210,要求,要求,3*,yāoqiú,V/N,"to claim, to request, to ask / request",提出要求，這個要求。,老闆要求我們上班不能遲到。 / 老闆提出的這個要求，我做不到。,270,139,41021
1211,也許,也许,3*,yěxǔ,Adv,"perhaps, maybe",,都已經十二點了，他也許不會來了。也許這件事情沒有你想的那麼難。,290,132,40887
1212,夜,夜,3*,yè,N,night,三天兩夜。,我們這次在台北玩了兩天一夜。我昨天喝了太多咖啡，整夜沒睡。,112,47,40917
1213,夜晚,夜晚,3*,yèwǎn,N,night,,台北市到了夜晚還是一樣熱鬧。,38,20,40948
1214,一般,一般,3*,yībān,Vs/Adv,"common, ordinary / generally",一般人，一般是，一般都。,一般人都喜歡又便宜又好用的東西。在台灣，一般的餐廳都十一點開門。 / 大學一般是八點開始上課。我一般都是十點上床睡覺。星期天，銀行一般不開門。,285,472,39966
1215,一切,一切,3*,yīqiè,Det,"everything, all",一切都好。,知道爸爸媽媽一切都好，我就放心了。這次旅行，我們做好了一切的準備。,365,112,40123
1216,衣架,衣架,3*,yījià,N,coat hanger,掛在衣架上，一個衣架。,我一回到家就把衣服掛在衣架上。,2,2,
1217,以上,以上,3*,yǐshàng,N,above,五十歲以上，一年以上，中級以上。,在台灣，六十五歲以上的人，搭公車可以買半票。有一些地方，屋子裡要28度以上才能開冷氣。,144,145,40471
1218,以下,以下,3*,yǐxià,N,"under, below",十八歲以下，150公分以下。,在台灣，18歲以下不能喝酒。搭捷運的時候，115公分以下的小孩不用買票。,102,53,40464
1219,意見,意见,3*,yìjiàn,N,"suggestion, opinion",,他們對這件事有不同的意見。,133,60,40671
1220,陰天,阴天,3*,yīntiān,N,cloudy day,,最近幾天都是陰天，完全看不到太陽。,2,2,42014
1221,尤其,尤其,3*,yóuqí,Adv,"especially, particularly",尤其是。,我很喜歡台灣的水果，尤其是芒果。,215,228,41273
1222,圓,圆,3*,yuán,N/Vs,circle / round,,他在紙上畫了一個圓。 / 今天的月亮很圓。我們家有一張圓桌，可以坐十個人。,53,44,44827
1223,原來,原来,3*,yuánlái,Adv,original,,這裡原來是咖啡店，現在是便利商店。,210,309,44758
1224,原因,原因,3*,yuányīn,N,"reason, cause",……的原因。,你知道他生氣的原因嗎？,286,217,44802
1225,院子,院子,3*,yuànzi,N,courtyard,前院，後院。,夏天的時候，我們常常在院子裡烤肉。,58,33,44912
1225,院,院,3*,yuàn,N,courtyard,前院，後院。,夏天的時候，我們常常在院子裡烤肉。,58,33,44908
1226,約,约,3*,yuē,V,to do something with someone,,我約了室友明天一起去打籃球。,171,120,44568
1227,約會,约会,3*,yuēhuì,V/N,to have a date / date,A跟B約會，約過兩次會，第一次的約會。,明天要跟喜歡的人約會，我決定穿上最漂亮的衣服。 / A：「你昨天的約會怎麼樣？」B：「我們聊得很開心。」,20,4,44577
1228,月亮,月亮,3*,yuèliàng,N,moon,,中秋節的時候，我們一邊烤肉，一邊看著又圓又大的月亮。,34,29,44596
1229,月台,月台,3*,yuètái,,,,,7,4,
1230,早點,早点,3*,zǎodiǎn,N,breakfast,吃早點。,我喜歡吃饅頭當早點。,11,11,37131
1231,雜誌,杂志,3*,zázhì,N,magazine,一本雜誌，汽車雜誌，各種雜誌。,他每個月都會買幾本雜誌。,86,92,36985
1232,整,整,3*,zhěng,Det,whole,整個，整句，整年。,這整個月都在下雨。他整年都在國外工作。,386,782,30312
1233,正,正,3*,zhèng,Adv,while,,我正要出門，就下大雨了。,662,247,30224 30343
1234,正常,正常,3*,zhèngcháng,Vs,normal,,我的手機不太正常，開了一會兒，就自己關了。,134,108,30384
1235,正好,正好,3*,zhènghǎo,Adv,"just right, just enough",,我想去找我朋友的時候，他正好來了。,74,37,30371
1236,正式,正式,3*,zhèngshì,Vs,"formal, official",正式的衣服。,姊姊結婚的時候，我們全家都穿得很正式。,86,73,30386
1237,枕頭,枕头,3*,zhěntou,N,pillow,一個枕頭。,我喜歡睡高一點的枕頭。,15,6,30033
1238,汁,汁,3*,zhī,N,juice,蘋果汁，葡萄汁，番茄汁，西瓜汁，橘子汁。,夏天的時候喝一杯西瓜汁讓我覺得非常涼快。,16,18,28931
1239,知識,知识,3*,zhīshì,N,knowledge,新知識，學習知識。,我們可以在學校學到很多新知識。,280,111,28961
1240,鐘,钟,3*,zhōng,N,bell,打鐘，鐘聲。,老師沒有聽到下課鐘聲，所以一直沒有下課。,14,11,31253
1241,中式,中式,3*,zhōngshì,Vs,chinese style,,我喜歡吃中式早餐。他比較喜歡中式的家具。,2,2,31178
1242,中學,中学,3*,zhōngxué,N,"middle school, secondary school",一所中學，中學生。,我爸爸在中學教書。他是我中學的同學。,33,26,31168
1243,抓,抓,3*,zhuā,V,"to grab, to grasp",抓住，緊抓。,我的手可以抓住一顆籃球。,88,85,30758 32711
1244,主人,主人,3*,zhǔrén,N,owner / host,,你知道這隻狗的主人是誰嗎？ / 一般中式請客的座位，主人坐在門的旁邊。,95,40,30622
1245,住址,住址,3*,zhùzhǐ,N,address,,請在這裡寫您的姓名、電話和住址。,4,1,30676
1246,子,子,3*,zǐ,N,son,母子，父子，子女。,他們母子都喜歡看書。他有一子一女。,64,54,36691 45127
1247,自然,自然,3*,zìrán,Vs,natural,,一個人第一次出國會害怕是很自然的。,341,394,36888
1248,自由,自由,3*,zìyóu,Vs/N,free / freedom,,這幾天爸爸媽媽不在家，我很自由。 / 住在哪裡是每個人的自由。,197,88,36920
1249,座,座,3*,zuò,M,"classifier for mountain, airport,　big building, city…ect.",一座山，一座城市。,我家附近有一座小山。,186,186,37483
1250,座位,座位,3*,zuòwèi,N,seat,離開座位，在座位上。,你坐錯位子了，這是我的座位。離開座位時，請把垃圾帶走。,25,6,37495
1251,做到,做到,3*,zuòdào,Ph,achieved,做得到，做不到。,父母希望我當醫生，我做到了。,86,114,
